issued_utc,delivery_hour_local,delivery_date_local,hour,model,y_pred,q10,q20,q30,q40,q50,q60,q70,q80,q90,y_true,abs_error
2026-09-18T09:08:01.647588+00:00,2026-09-19 06:00:00+00:00,2026-09-19 00:00:00+02:00,8,N-HiTS,98.17904449462893,38.92551312255861,64.45585034179689,78.30639071655274,92.78940643310546,98.17904449462893,115.78834112548827,125.7065398864746,134.88558770751953,147.01991424560546,31.0,67.17904449462893
2026-09-18T09:08:01.647588+00:00,2026-09-19 07:00:00+00:00,2026-09-19 00:00:00+02:00,9,N-HiTS,66.07552124023438,-4.0584498901367,29.82160351562501,46.96636386108399,56.39704193115233,66.07552124023438,83.6583896484375,98.58770443725584,110.68890954589844,127.05931243896484,6.55,59.52552124023438
2026-09-18T09:08:01.647588+00:00,2026-09-19 08:00:00+00:00,2026-09-19 00:00:00+02:00,10,N-HiTS,38.85373474121094,-58.28667559814451,-20.620306274414048,14.195459320068366,20.87989105224608,38.85373474121094,56.79142340087891,63.54315640258788,86.22630883789063,112.47672424316406,0.0,38.85373474121094
2026-09-18T09:08:01.647588+00:00,2026-09-19 09:00:00+00:00,2026-09-19 00:00:00+02:00,11,N-HiTS,6.218068847656255,-99.9006129760742,-58.66371752929686,-31.68697171020507,-13.93730865478517,6.218068847656255,24.711238464355475,40.20528866577148,63.57107354736328,88.22966918945312,-0.31,6.528068847656255
2026-09-18T09:08:01.647588+00:00,2026-09-19 10:00:00+00:00,2026-09-19 00:00:00+02:00,12,N-HiTS,-21.19036315917968,-142.20142474365232,-95.4934904785156,-67.11855130004882,-38.3273538208008,-21.19036315917968,-0.5199016723632752,17.101162689208977,38.56666375732422,61.40125427246093,-0.75,20.44036315917968
2026-09-18T09:08:01.647588+00:00,2026-09-19 11:00:00+00:00,2026-09-19 00:00:00+02:00,13,N-HiTS,-39.263193359375,-165.00870623779295,-114.4654143066406,-75.73067288208007,-53.60936676025392,-39.263193359375,-12.7661480102539,-0.835009796142586,28.46075250244141,51.7175308227539,-1.26,38.003193359375004
2026-09-18T09:08:01.647588+00:00,2026-09-19 12:00:00+00:00,2026-09-19 00:00:00+02:00,14,N-HiTS,-34.26153015136718,-158.28519549560545,-103.179861328125,-77.02760891723632,-46.65416656494142,-34.26153015136718,-9.0504497680664,11.829708831787102,27.12647821044922,58.46154174804687,-1.3,32.961530151367185
2026-09-18T09:08:01.647588+00:00,2026-09-19 13:00:00+00:00,2026-09-19 00:00:00+02:00,15,N-HiTS,-7.951242675781245,-118.80973162841796,-75.02846362304686,-45.48560147094726,-18.68958221435548,-7.951242675781245,15.673335632324225,27.4786346130371,46.78848077392578,71.01228485107421,-1.68,6.271242675781245
2026-09-18T09:08:01.647588+00:00,2026-09-19 14:00:00+00:00,2026-09-19 00:00:00+02:00,16,N-HiTS,39.36639953613282,-53.485665466308575,-13.715368530273423,0.963586761474616,25.11780609130858,39.36639953613282,55.30398138427735,68.07601620483398,83.142416015625,100.70552978515624,-0.05,39.416399536132815
2026-09-18T09:08:01.647588+00:00,2026-09-19 15:00:00+00:00,2026-09-19 00:00:00+02:00,17,N-HiTS,105.34345794677736,17.457144592285175,55.25457928466798,68.28465457153321,88.13571228027342,105.34345794677736,118.01732977294922,126.9498489074707,142.32768060302735,163.1483627319336,8.3,97.04345794677737
